ID: 20231204174149_9591

Problem: dtlz1
Number of objects: 2
Number of variables: 2

Algorithm choice: 2
Algorithm phase strategy: global + local
First phase rate: 0.5
Population size: 11
Maximum number of function evaluations: 300

IGD: 0.009928252586350697
GD: 0.0019414485702857896
HV: 0.23107794158097372
Time cost: 1329.7067110538483

non_dom_solutions:
[0.38196195570748664, 0.5000183850178832]
[0.1971873867607476, 0.5000183850178832]
[0.855669132071789, 0.5000183850178832]
[0.5907217911310404, 0.49927763832941346]
[0.7660732641042949, 0.5000975306938525]
[0.7071630023266108, 0.4986579371357325]
[0.09559206393455988, 0.5000187588189635]
[0.8427178646085509, 0.49927941078366633]
[0.511193626739763, 0.5000187588189635]
[0.7025530467500807, 0.4986579371357325]
[0.9487686935623616, 0.4986579371357325]
[0.18626939840904233, 0.5000313130967434]
[0.5517751388911916, 0.49876465907858347]
[0.4051694897925288, 0.501239324605064]
[0.5982906641272747, 0.4986791701789204]
[0.01532073684088947, 0.500037863130389]
[0.017151847421031284, 0.500012618833745]
[0.016228785608781715, 0.5000187588189635]
[0.924989524677894, 0.49862299526609616]
[0.9263525329083444, 0.49865574526953377]
[0.9284021895911483, 0.49864229974599317]
[0.9838827932722759, 0.498919406612887]
[0.9923346021783908, 0.5000187588189635]
[0.9909779466640334, 0.4997598720258001]
[0.5943885642298651, 0.4989172598637698]
[2.100520007430884e-06, 0.5004297038061514]
[0.507350707498039, 0.498919406612887]
[0.005399768323509024, 0.5000183850178832]
[0.007160621051868321, 0.4999523882814163]
[2.3585889300799245e-05, 0.5000099783391767]
[0.20018212865174467, 0.4999834189938444]
[0.006609387337703138, 0.5000099783391767]
[0.6088621791706488, 0.4986579371357325]
[0.6084842609941135, 0.4986579371357325]
[0.4038820760050993, 0.4992879434468506]
[0.5127789531297746, 0.498919406612887]
[0.609641654811689, 0.4986576865801333]
[0.6082985378908434, 0.4986252826468818]
[0.6089868933552397, 0.4986359722660626]
[0.505022662876147, 0.4999834189938444]
[0.40265080813924037, 0.5007544705111793]
[0.33531622481348966, 0.5000179762339612]
[8.287798743462915e-06, 0.49998320581909744]
[0.3996965694789747, 0.49998323288389757]
[0.33072606464640375, 0.4995918604737075]
[0.3325020255639576, 0.49998323288389757]
[0.3977144862533976, 0.5000259324339977]
[0.39729198078707517, 0.5000369079391677]
[0.9038550570868991, 0.49927941078366633]
[0.9037071002548567, 0.49927941078366633]
[0.32395593439539405, 0.5000183850178832]
[0.906162499650603, 0.49927941078366633]
[0.08557886413321691, 0.4999829282490568]
[0.9051793121677187, 0.49924796305754693]
[0.9065479448909487, 0.49927941078366633]
[0.9057998305322758, 0.49927941078366633]
[0.002825021677859585, 0.5000382193361088]
[0.3274871721826488, 0.5000171037852345]
[0.09839209909267875, 0.5000187602626016]
[0.9934630495546063, 0.4999803652964194]
[0.004000318096654021, 0.49996582112664045]
[0.006751679242122777, 0.500038522225662]
[0.9999891446695642, 0.4999812939121714]
[0.0012884052042064637, 0.4998173254090306]
[0.9919063520292484, 0.4999834105818942]
[0.9962816767135563, 0.5000635370710362]
[0.0061046347754690755, 0.5000369079391677]
[0.9983909311717273, 0.5000683752852891]
[0.003014454607885582, 0.49998320581909744]
[0.997907296306589, 0.5000607364416284]
[0.9988780347598, 0.5003067631543454]
[0.0033723580112821616, 0.49998320581909744]
[0.0003220170068477801, 0.49998320992613304]
[0.00029694470153134034, 0.4999832108724633]
[0.000679740079400859, 0.49998320581909744]
[0.9983911642127407, 0.500102318405971]
[0.9999996537608122, 0.50000384577897]
[0.9976472113763825, 0.50000384577897]
[0.9999618637868093, 0.5000406892721991]
[0.9985051926404067, 0.50000384577897]
[0.9999999700388953, 0.4999701736854871]
[0.6027968258688269, 0.5000369079391677]
[0.6981817050797436, 0.5000440517017993]
[0.6029082803224255, 0.5000439110452521]
[0.6028098207331778, 0.5000694402810477]
[0.6037745561460217, 0.5000387181914411]
[0.6012900950656199, 0.5000663595657673]
[0.6989550760752121, 0.5000955161191873]
[0.9992609775705416, 0.4999834189938444]
[0.9995694937800857, 0.49999874398885863]
[0.9964915944863959, 0.50000384577897]
[0.9984817459290581, 0.5000039081669972]

non_dom_solutions_y:
[0.3735857 0.126985 ]
[0.0350091 0.4796717]
[0.08164935 0.42151401]
[0.28892837 0.21343926]
[0.18251145 0.32019085]
[0.40998983 0.09181472]
[0.35250795 0.14950313]
[0.01221333 0.48975741]
[0.08563951 0.41555799]
[0.36453374 0.13730953]
[0.0157174  0.48461175]
[0.05496099 0.44700975]
[0.22232531 0.27884467]
[0.27354274 0.22732756]
[0.10968557 0.39051512]
[0.12301351 0.3770931 ]
[0.18773212 0.31423862]
[0.27887176 0.22310628]
[0.34657267 0.15392413]
[0.45835251 0.04249652]
[0.440213   0.06073595]
[0.01516333 0.48573539]
[0.19050136 0.31146938]
[0.42495538 0.0770557 ]
[0.12096418 0.38514594]
[0.19003173 0.31335649]
[0.26518113 0.23678096]
[0.48124724 0.02299321]
[0.45115765 0.04940383]
[0.30337043 0.19735181]
[0.12807546 0.37372908]
[0.05605953 0.44461465]
[0.04492971 0.45704103]
[0.40791759 0.09276147]
[0.10208298 0.3985924 ]
[0.35709549 0.14477221]
[0.26514738 0.23681479]
[0.26543347 0.23652862]
[0.40446957 0.09553184]
[0.0645711  0.43602177]
[0.45006276 0.05047568]
[0.31071463 0.18981925]
[0.09974832 0.40077801]
[0.34441617 0.15725107]
[0.1649948  0.33500555]
[0.05948222 0.44052448]
[0.22757043 0.27296801]
[0.19098111 0.30901924]
[0.09859376 0.40140659]
[0.42783487 0.07216548]
[0.29568053 0.20486056]
[0.38304419 0.11696568]
[0.35490226 0.14696543]
[0.04779607 0.4522043 ]
[0.42181268 0.07872575]
[0.255597   0.24440336]
[0.35258868 0.14927902]
[0.47615636 0.02571134]
[0.09313489 0.40686613]
[0.27676073 0.22482173]
[0.20323005 0.29836263]
[0.30022768 0.20158139]
[0.00766039 0.4923411 ]
[0.00857593 0.49142424]
[0.0081144  0.49188597]
[0.46431349 0.03765272]
[0.46491206 0.03696173]
[0.46597571 0.03593576]
[0.49313272 0.00807812]
[0.49616766 0.0038327 ]
[0.49554823 0.00451157]
[0.29791685 0.2032988 ]
[1.05066219e-06 5.00190419e-01]
[0.25428967 0.24692116]
[0.00269989 0.49730046]
[0.00358033 0.49642202]
[1.17929471e-05 4.99988310e-01]
[0.10009112 0.39990916]
[0.00330469 0.49669541]
[0.30556826 0.19629944]
[0.30537859 0.1964891 ]
[0.20215338 0.29837238]
[0.25701037 0.24420047]
[0.30595988 0.19590851]
[0.30534134 0.19661834]
[0.30566838 0.19626095]
[0.25251148 0.24748881]
[0.20156307 0.29902719]
[0.16765822 0.33234211]
[4.14390180e-06 4.99996149e-01]
[0.1998484  0.30015189]
[0.16542016 0.33475257]
[0.16625111 0.33374918]
[0.19885752 0.30114318]
[0.19864655 0.30135486]
[0.4524142  0.04812424]
[0.45234014 0.0481983 ]
[0.16197808 0.33802227]
[0.45356916 0.04696928]
[0.04278946 0.45721084]
[0.45312051 0.04746595]
[0.45376209 0.04677635]
[0.45338763 0.04715081]
[0.00141252 0.498589  ]
[0.16374369 0.33625662]
[0.04919609 0.45080428]
[0.49673192 0.00326848]
[0.00200016 0.49800105]
[0.00337585 0.49662569]
[4.99994935e-01 5.42766916e-06]
[0.00064425 0.49939036]
[0.49595346 0.00404683]
[0.49814501 0.00185918]
[0.00305233 0.49694909]
[0.49920031 0.00080454]
[0.00150723 0.49849306]
[0.49895747 0.00104636]
[0.49953649 0.00056109]
[0.00168618 0.49831411]
[1.61008598e-04 4.99839284e-01]
[1.48472438e-04 4.99851820e-01]
[3.39870239e-04 4.99660422e-01]
[0.49920642 0.00080444]
[4.99999842e-01 1.73119599e-07]
[0.49882362 0.00117639]
[4.99982649e-01 1.90681721e-05]
[0.49925261 0.0007474 ]
[5.00000908e-01 1.49805800e-08]
[0.30139926 0.19860215]
[0.34909226 0.15090975]
[0.30145535 0.19854665]
[0.30140792 0.19859708]
[0.30188822 0.19811334]
[0.30064779 0.19935677]
[0.34948415 0.15052531]
[4.99630774e-01 3.69511425e-04]
[4.99784749e-01 2.15253111e-04]
[0.49824581 0.0017542 ]
[0.49924089 0.00075913]
